Country,City,AvgTemperatureFahrenheit,Date,Month,Year
Argentina,Buenos Aires,76.7,2000-02-23,2,2000
Argentina,Buenos Aires,81.1,2000-02-24,2,2000
Argentina,Buenos Aires,79.3,2000-02-25,2,2000
Argentina,Buenos Aires,79.2,2000-02-26,2,2000
Argentina,Buenos Aires,76.1,2000-02-27,2,2000
Argentina,Buenos Aires,65.7,2000-02-28,2,2000
Argentina,Buenos Aires,65.8,2000-02-29,2,2000
Argentina,Buenos Aires,71.2,2000-03-01,3,2000
Argentina,Buenos Aires,74.3,2000-03-02,3,2000
Argentina,Buenos Aires,72.4,2000-03-03,3,2000
Argentina,Buenos Aires,73.7,2000-03-04,3,2000
Argentina,Buenos Aires,75.5,2000-03-05,3,2000
Argentina,Buenos Aires,72.6,2000-03-06,3,2000
Argentina,Buenos Aires,69.0,2000-03-07,3,2000
Argentina,Buenos Aires,69.5,2000-03-08,3,2000
Argentina,Buenos Aires,73.0,2000-03-09,3,2000
Argentina,Buenos Aires,72.9,2000-03-10,3,2000
Argentina,Buenos Aires,73.3,2000-03-11,3,2000
Argentina,Buenos Aires,73.0,2000-03-12,3,2000
Argentina,Buenos Aires,75.2,2000-03-13,3,2000
Argentina,Buenos Aires,75.9,2000-03-14,3,2000
Argentina,Buenos Aires,78.8,2000-03-15,3,2000
Argentina,Buenos Aires,75.0,2000-03-16,3,2000
Argentina,Buenos Aires,66.5,2000-03-17,3,2000
Argentina,Buenos Aires,66.6,2000-03-18,3,2000
Argentina,Buenos Aires,70.7,2000-03-19,3,2000
Argentina,Buenos Aires,70.0,2000-03-20,3,2000
Argentina,Buenos Aires,67.6,2000-03-21,3,2000
Argentina,Buenos Aires,64.7,2000-03-22,3,2000
Argentina,Buenos Aires,70.9,2000-03-23,3,2000
Argentina,Buenos Aires,66.9,2000-03-24,3,2000
Argentina,Buenos Aires,63.3,2000-03-25,3,2000
Argentina,Buenos Aires,66.8,2000-03-26,3,2000
Argentina,Buenos Aires,62.0,2000-03-27,3,2000
Argentina,Buenos Aires,55.2,2000-03-28,3,2000
Argentina,Buenos Aires,59.5,2000-03-29,3,2000
Argentina,Buenos Aires,63.7,2000-03-30,3,2000
Argentina,Buenos Aires,67.5,2000-03-31,3,2000
Argentina,Buenos Aires,62.4,2000-04-01,4,2000
Argentina,Buenos Aires,59.4,2000-04-02,4,2000
Argentina,Buenos Aires,64.3,2000-04-03,4,2000
Argentina,Buenos Aires,66.8,2000-04-04,4,2000
Argentina,Buenos Aires,67.9,2000-04-05,4,2000
Argentina,Buenos Aires,67.5,2000-04-06,4,2000
Argentina,Buenos Aires,68.2,2000-04-07,4,2000
Argentina,Buenos Aires,63.6,2000-04-08,4,2000
Argentina,Buenos Aires,68.6,2000-04-09,4,2000
Argentina,Buenos Aires,69.6,2000-04-10,4,2000
Argentina,Buenos Aires,56.5,2000-04-11,4,2000
Argentina,Buenos Aires,56.5,2000-04-12,4,2000
Argentina,Buenos Aires,62.2,2000-04-13,4,2000
Argentina,Buenos Aires,64.1,2000-04-14,4,2000
Argentina,Buenos Aires,61.4,2000-04-15,4,2000
Argentina,Buenos Aires,62.4,2000-04-16,4,2000
Argentina,Buenos Aires,60.7,2000-04-17,4,2000
Argentina,Buenos Aires,58.8,2000-04-18,4,2000
Argentina,Buenos Aires,60.6,2000-04-19,4,2000
Argentina,Buenos Aires,57.5,2000-04-20,4,2000
Argentina,Buenos Aires,57.9,2000-04-21,4,2000
Argentina,Buenos Aires,64.0,2000-04-22,4,2000
Argentina,Buenos Aires,72.5,2000-04-23,4,2000
Argentina,Buenos Aires,69.9,2000-04-24,4,2000
Argentina,Buenos Aires,71.8,2000-04-25,4,2000
Argentina,Buenos Aires,66.4,2000-04-26,4,2000
Argentina,Buenos Aires,62.7,2000-04-27,4,2000
Argentina,Buenos Aires,64.3,2000-04-28,4,2000
Argentina,Buenos Aires,65.7,2000-04-29,4,2000
Argentina,Buenos Aires,65.5,2000-04-30,4,2000
Argentina,Buenos Aires,61.2,2000-05-01,5,2000
Argentina,Buenos Aires,56.7,2000-05-02,5,2000
Argentina,Buenos Aires,52.3,2000-05-03,5,2000
Argentina,Buenos Aires,50.4,2000-05-04,5,2000
Argentina,Buenos Aires,48.7,2000-05-05,5,2000
Argentina,Buenos Aires,50.7,2000-05-06,5,2000
Argentina,Buenos Aires,52.9,2000-05-07,5,2000
Argentina,Buenos Aires,52.8,2000-05-08,5,2000
Argentina,Buenos Aires,55.6,2000-05-09,5,2000
Argentina,Buenos Aires,54.1,2000-05-10,5,2000
Argentina,Buenos Aires,55.3,2000-05-11,5,2000
Argentina,Buenos Aires,61.5,2000-05-12,5,2000
Argentina,Buenos Aires,57.6,2000-05-13,5,2000
Argentina,Buenos Aires,60.2,2000-05-14,5,2000
Argentina,Buenos Aires,60.7,2000-05-15,5,2000
Argentina,Buenos Aires,58.5,2000-05-16,5,2000
Argentina,Buenos Aires,57.6,2000-05-17,5,2000
Argentina,Buenos Aires,54.9,2000-05-18,5,2000
Argentina,Buenos Aires,56.8,2000-05-19,5,2000
Argentina,Buenos Aires,58.2,2000-05-20,5,2000
Argentina,Buenos Aires,59.9,2000-05-21,5,2000
Argentina,Buenos Aires,59.1,2000-05-22,5,2000
Argentina,Buenos Aires,54.0,2000-05-23,5,2000
Argentina,Buenos Aires,63.2,2000-05-24,5,2000
Argentina,Buenos Aires,61.5,2000-05-25,5,2000
Argentina,Buenos Aires,54.2,2000-05-26,5,2000
Argentina,Buenos Aires,51.7,2000-05-27,5,2000
Argentina,Buenos Aires,51.2,2000-05-28,5,2000
Argentina,Buenos Aires,59.7,2000-05-29,5,2000
Argentina,Buenos Aires,53.9,2000-05-30,5,2000
Argentina,Buenos Aires,49.8,2000-05-31,5,2000
Argentina,Buenos Aires,44.2,2000-06-01,6,2000
Argentina,Buenos Aires,52.6,2000-06-02,6,2000
Argentina,Buenos Aires,57.1,2000-06-03,6,2000
Argentina,Buenos Aires,62.0,2000-06-04,6,2000
Argentina,Buenos Aires,65.1,2000-06-05,6,2000
Argentina,Buenos Aires,58.1,2000-06-06,6,2000
Argentina,Buenos Aires,53.5,2000-06-07,6,2000
Argentina,Buenos Aires,56.9,2000-06-08,6,2000
Argentina,Buenos Aires,58.8,2000-06-09,6,2000
Argentina,Buenos Aires,58.2,2000-06-10,6,2000
Argentina,Buenos Aires,53.6,2000-06-11,6,2000
Argentina,Buenos Aires,59.4,2000-06-12,6,2000
Argentina,Buenos Aires,67.1,2000-06-13,6,2000
Argentina,Buenos Aires,70.7,2000-06-14,6,2000
Argentina,Buenos Aires,57.8,2000-06-15,6,2000
Argentina,Buenos Aires,47.1,2000-06-16,6,2000
Argentina,Buenos Aires,40.9,2000-06-17,6,2000
Argentina,Buenos Aires,44.8,2000-06-18,6,2000
Argentina,Buenos Aires,46.1,2000-06-19,6,2000
Argentina,Buenos Aires,46.0,2000-06-20,6,2000
Argentina,Buenos Aires,43.4,2000-06-21,6,2000
Argentina,Buenos Aires,50.4,2000-06-22,6,2000
Argentina,Buenos Aires,55.2,2000-06-23,6,2000
Argentina,Buenos Aires,55.6,2000-06-24,6,2000
Argentina,Buenos Aires,53.0,2000-06-25,6,2000
Argentina,Buenos Aires,52.1,2000-06-26,6,2000
Argentina,Buenos Aires,51.9,2000-06-27,6,2000
Argentina,Buenos Aires,55.8,2000-06-28,6,2000
Argentina,Buenos Aires,47.4,2000-06-29,6,2000
Argentina,Buenos Aires,52.6,2000-06-30,6,2000
Argentina,Buenos Aires,56.0,2000-07-01,7,2000
Argentina,Buenos Aires,51.1,2000-07-02,7,2000
Argentina,Buenos Aires,48.3,2000-07-03,7,2000
Argentina,Buenos Aires,55.2,2000-07-04,7,2000
Argentina,Buenos Aires,56.3,2000-07-05,7,2000
Argentina,Buenos Aires,65.0,2000-07-06,7,2000
Argentina,Buenos Aires,56.0,2000-07-07,7,2000
Argentina,Buenos Aires,46.2,2000-07-08,7,2000
Argentina,Buenos Aires,43.5,2000-07-09,7,2000
Argentina,Buenos Aires,43.1,2000-07-10,7,2000
Argentina,Buenos Aires,40.6,2000-07-11,7,2000
Argentina,Buenos Aires,41.5,2000-07-12,7,2000
Argentina,Buenos Aires,37.4,2000-07-13,7,2000
Argentina,Buenos Aires,41.1,2000-07-14,7,2000
Argentina,Buenos Aires,40.9,2000-07-15,7,2000
Argentina,Buenos Aires,40.1,2000-07-16,7,2000
Argentina,Buenos Aires,42.1,2000-07-17,7,2000
Argentina,Buenos Aires,44.3,2000-07-18,7,2000
Argentina,Buenos Aires,41.5,2000-07-19,7,2000
Argentina,Buenos Aires,42.5,2000-07-20,7,2000
Argentina,Buenos Aires,52.0,2000-07-21,7,2000
Argentina,Buenos Aires,42.8,2000-07-22,7,2000
Argentina,Buenos Aires,44.6,2000-07-23,7,2000
Argentina,Buenos Aires,49.1,2000-07-24,7,2000
Argentina,Buenos Aires,47.7,2000-07-25,7,2000
Argentina,Buenos Aires,44.9,2000-07-26,7,2000
Argentina,Buenos Aires,50.3,2000-07-27,7,2000
Argentina,Buenos Aires,42.8,2000-07-28,7,2000
Argentina,Buenos Aires,47.0,2000-07-29,7,2000
Argentina,Buenos Aires,50.2,2000-07-30,7,2000
Argentina,Buenos Aires,51.3,2000-07-31,7,2000
Argentina,Buenos Aires,55.9,2000-08-01,8,2000
Argentina,Buenos Aires,51.9,2000-08-02,8,2000
Argentina,Buenos Aires,44.3,2000-08-03,8,2000
Argentina,Buenos Aires,44.3,2000-08-04,8,2000
Argentina,Buenos Aires,54.3,2000-08-05,8,2000
Argentina,Buenos Aires,56.1,2000-08-06,8,2000
Argentina,Buenos Aires,58.5,2000-08-07,8,2000
Argentina,Buenos Aires,53.0,2000-08-08,8,2000
Argentina,Buenos Aires,47.7,2000-08-09,8,2000
Argentina,Buenos Aires,44.1,2000-08-10,8,2000
Argentina,Buenos Aires,41.3,2000-08-11,8,2000
Argentina,Buenos Aires,44.8,2000-08-12,8,2000
Argentina,Buenos Aires,47.0,2000-08-13,8,2000
Argentina,Buenos Aires,51.5,2000-08-14,8,2000
Argentina,Buenos Aires,53.3,2000-08-15,8,2000
Argentina,Buenos Aires,56.1,2000-08-16,8,2000
Argentina,Buenos Aires,59.3,2000-08-17,8,2000
Argentina,Buenos Aires,57.4,2000-08-18,8,2000
Argentina,Buenos Aires,64.6,2000-08-19,8,2000
Argentina,Buenos Aires,55.1,2000-08-20,8,2000
Argentina,Buenos Aires,56.9,2000-08-21,8,2000
Argentina,Buenos Aires,58.5,2000-08-22,8,2000
Argentina,Buenos Aires,56.2,2000-08-23,8,2000
Argentina,Buenos Aires,53.3,2000-08-24,8,2000
Argentina,Buenos Aires,52.3,2000-08-25,8,2000
Argentina,Buenos Aires,51.1,2000-08-26,8,2000
Argentina,Buenos Aires,49.0,2000-08-27,8,2000
Argentina,Buenos Aires,42.2,2000-08-28,8,2000
Argentina,Buenos Aires,49.9,2000-08-29,8,2000
Argentina,Buenos Aires,48.1,2000-08-30,8,2000
Argentina,Buenos Aires,47.5,2000-08-31,8,2000
Argentina,Buenos Aires,46.9,2000-09-01,9,2000
Argentina,Buenos Aires,51.0,2000-09-02,9,2000
Argentina,Buenos Aires,52.4,2000-09-03,9,2000
Argentina,Buenos Aires,57.5,2000-09-04,9,2000
Argentina,Buenos Aires,57.4,2000-09-05,9,2000
Argentina,Buenos Aires,57.8,2000-09-06,9,2000
Argentina,Buenos Aires,62.9,2000-09-07,9,2000
Argentina,Buenos Aires,60.4,2000-09-08,9,2000
Argentina,Buenos Aires,55.5,2000-09-09,9,2000
Argentina,Buenos Aires,59.2,2000-09-10,9,2000
Argentina,Buenos Aires,58.6,2000-09-11,9,2000
Argentina,Buenos Aires,47.3,2000-09-12,9,2000
Argentina,Buenos Aires,45.9,2000-09-13,9,2000
Argentina,Buenos Aires,45.5,2000-09-14,9,2000
Argentina,Buenos Aires,49.4,2000-09-15,9,2000
Argentina,Buenos Aires,52.4,2000-09-16,9,2000
Argentina,Buenos Aires,58.1,2000-09-17,9,2000
Argentina,Buenos Aires,62.7,2000-09-18,9,2000
Argentina,Buenos Aires,59.9,2000-09-19,9,2000
Argentina,Buenos Aires,59.9,2000-09-20,9,2000
Argentina,Buenos Aires,56.0,2000-09-21,9,2000
Argentina,Buenos Aires,54.8,2000-09-22,9,2000
Argentina,Buenos Aires,59.3,2000-09-23,9,2000
Argentina,Buenos Aires,46.9,2000-09-24,9,2000
Argentina,Buenos Aires,47.0,2000-09-25,9,2000
Argentina,Buenos Aires,57.4,2000-09-26,9,2000
Argentina,Buenos Aires,62.2,2000-09-27,9,2000
Argentina,Buenos Aires,65.2,2000-09-28,9,2000
Argentina,Buenos Aires,67.0,2000-09-29,9,2000
Argentina,Buenos Aires,68.3,2000-09-30,9,2000
Argentina,Buenos Aires,62.3,2000-10-01,10,2000
Argentina,Buenos Aires,53.9,2000-10-02,10,2000
Argentina,Buenos Aires,55.2,2000-10-03,10,2000
Argentina,Buenos Aires,55.3,2000-10-04,10,2000
Argentina,Buenos Aires,52.2,2000-10-05,10,2000
Argentina,Buenos Aires,52.7,2000-10-06,10,2000
Argentina,Buenos Aires,62.0,2000-10-07,10,2000
Argentina,Buenos Aires,65.2,2000-10-08,10,2000
Argentina,Buenos Aires,66.2,2000-10-09,10,2000
Argentina,Buenos Aires,60.2,2000-10-10,10,2000
Argentina,Buenos Aires,66.5,2000-10-11,10,2000
Argentina,Buenos Aires,66.0,2000-10-12,10,2000
Argentina,Buenos Aires,56.8,2000-10-13,10,2000
Argentina,Buenos Aires,57.0,2000-10-14,10,2000
Argentina,Buenos Aires,56.8,2000-10-15,10,2000
Argentina,Buenos Aires,60.8,2000-10-16,10,2000
Argentina,Buenos Aires,61.6,2000-10-17,10,2000
Argentina,Buenos Aires,62.1,2000-10-18,10,2000
Argentina,Buenos Aires,68.1,2000-10-19,10,2000
Argentina,Buenos Aires,69.0,2000-10-20,10,2000
Argentina,Buenos Aires,74.0,2000-10-21,10,2000
Argentina,Buenos Aires,71.2,2000-10-22,10,2000
Argentina,Buenos Aires,57.8,2000-10-23,10,2000
Argentina,Buenos Aires,57.2,2000-10-24,10,2000
Argentina,Buenos Aires,62.5,2000-10-25,10,2000
Argentina,Buenos Aires,67.2,2000-10-26,10,2000
Argentina,Buenos Aires,62.6,2000-10-27,10,2000
Argentina,Buenos Aires,55.5,2000-10-28,10,2000
Argentina,Buenos Aires,53.4,2000-10-29,10,2000
Argentina,Buenos Aires,69.0,2000-10-30,10,2000
Argentina,Buenos Aires,65.8,2000-10-31,10,2000
Argentina,Buenos Aires,65.0,2000-11-01,11,2000
Argentina,Buenos Aires,65.3,2000-11-02,11,2000
Argentina,Buenos Aires,64.7,2000-11-03,11,2000
Argentina,Buenos Aires,64.5,2000-11-04,11,2000
Argentina,Buenos Aires,65.4,2000-11-05,11,2000
Argentina,Buenos Aires,63.9,2000-11-06,11,2000
Argentina,Buenos Aires,64.2,2000-11-07,11,2000
Argentina,Buenos Aires,62.6,2000-11-08,11,2000
Argentina,Buenos Aires,66.0,2000-11-09,11,2000
Argentina,Buenos Aires,64.4,2000-11-10,11,2000
Argentina,Buenos Aires,65.8,2000-11-11,11,2000
Argentina,Buenos Aires,62.4,2000-11-12,11,2000
Argentina,Buenos Aires,58.4,2000-11-13,11,2000
Argentina,Buenos Aires,50.7,2000-11-14,11,2000
Argentina,Buenos Aires,54.6,2000-11-15,11,2000
Argentina,Buenos Aires,64.2,2000-11-16,11,2000
Argentina,Buenos Aires,71.9,2000-11-17,11,2000
Argentina,Buenos Aires,74.9,2000-11-18,11,2000
Argentina,Buenos Aires,67.7,2000-11-19,11,2000
Argentina,Buenos Aires,61.6,2000-11-20,11,2000
Argentina,Buenos Aires,66.7,2000-11-21,11,2000
Argentina,Buenos Aires,71.1,2000-11-22,11,2000
Argentina,Buenos Aires,70.3,2000-11-23,11,2000
Argentina,Buenos Aires,59.1,2000-11-24,11,2000
Argentina,Buenos Aires,62.9,2000-11-25,11,2000
Argentina,Buenos Aires,72.5,2000-11-26,11,2000
Argentina,Buenos Aires,74.5,2000-11-27,11,2000
Argentina,Buenos Aires,67.4,2000-11-28,11,2000
Argentina,Buenos Aires,57.9,2000-11-29,11,2000
Argentina,Buenos Aires,78.9,2000-12-01,12,2000
Argentina,Buenos Aires,72.6,2000-12-02,12,2000
Argentina,Buenos Aires,64.1,2000-12-03,12,2000
Argentina,Buenos Aires,60.4,2000-12-04,12,2000
Argentina,Buenos Aires,67.0,2000-12-05,12,2000
Argentina,Buenos Aires,77.4,2000-12-06,12,2000
Argentina,Buenos Aires,79.5,2000-12-07,12,2000
Argentina,Buenos Aires,73.8,2000-12-08,12,2000
Argentina,Buenos Aires,78.0,2000-12-09,12,2000
Argentina,Buenos Aires,66.0,2000-12-10,12,2000
Argentina,Buenos Aires,74.8,2000-12-11,12,2000
Argentina,Buenos Aires,75.3,2000-12-12,12,2000
Argentina,Buenos Aires,81.1,2000-12-13,12,2000
Argentina,Buenos Aires,79.2,2000-12-14,12,2000
Argentina,Buenos Aires,63.2,2000-12-15,12,2000
Argentina,Buenos Aires,59.4,2000-12-16,12,2000
Argentina,Buenos Aires,73.1,2000-12-17,12,2000
Argentina,Buenos Aires,75.6,2000-12-18,12,2000
Argentina,Buenos Aires,69.1,2000-12-19,12,2000
Argentina,Buenos Aires,66.2,2000-12-20,12,2000
Argentina,Buenos Aires,69.9,2000-12-21,12,2000
Argentina,Buenos Aires,71.5,2000-12-22,12,2000
Argentina,Buenos Aires,65.7,2000-12-23,12,2000
Argentina,Buenos Aires,68.7,2000-12-24,12,2000
Argentina,Buenos Aires,78.4,2000-12-25,12,2000
Argentina,Buenos Aires,79.6,2000-12-26,12,2000
Argentina,Buenos Aires,73.0,2000-12-27,12,2000
Argentina,Buenos Aires,70.9,2000-12-28,12,2000
Argentina,Buenos Aires,72.8,2000-12-29,12,2000
Argentina,Buenos Aires,70.6,2000-12-30,12,2000
Argentina,Buenos Aires,77.0,2000-12-31,12,2000
Argentina,Buenos Aires,80.1,2001-01-01,1,2001
Argentina,Buenos Aires,83.9,2001-01-02,1,2001
Argentina,Buenos Aires,84.2,2001-01-03,1,2001
Argentina,Buenos Aires,84.7,2001-01-04,1,2001
Argentina,Buenos Aires,88.1,2001-01-05,1,2001
Argentina,Buenos Aires,82.3,2001-01-06,1,2001
Argentina,Buenos Aires,77.8,2001-01-07,1,2001
Argentina,Buenos Aires,74.3,2001-01-08,1,2001
Argentina,Buenos Aires,69.6,2001-01-09,1,2001
Argentina,Buenos Aires,67.9,2001-01-10,1,2001
Argentina,Buenos Aires,64.2,2001-01-11,1,2001
Argentina,Buenos Aires,70.1,2001-01-12,1,2001
Argentina,Buenos Aires,74.3,2001-01-13,1,2001
Argentina,Buenos Aires,75.1,2001-01-14,1,2001
Argentina,Buenos Aires,73.8,2001-01-15,1,2001
Argentina,Buenos Aires,80.6,2001-01-16,1,2001
Argentina,Buenos Aires,82.9,2001-01-17,1,2001
Argentina,Buenos Aires,76.2,2001-01-18,1,2001
Argentina,Buenos Aires,66.1,2001-01-19,1,2001
Argentina,Buenos Aires,69.4,2001-01-20,1,2001
Argentina,Buenos Aires,73.8,2001-01-21,1,2001
Argentina,Buenos Aires,78.2,2001-01-22,1,2001
Argentina,Buenos Aires,80.2,2001-01-23,1,2001
Argentina,Buenos Aires,77.7,2001-01-24,1,2001
Argentina,Buenos Aires,76.2,2001-01-25,1,2001
Argentina,Buenos Aires,78.0,2001-01-26,1,2001
Argentina,Buenos Aires,74.6,2001-01-27,1,2001
Argentina,Buenos Aires,72.2,2001-01-28,1,2001
Argentina,Buenos Aires,70.5,2001-01-29,1,2001
Argentina,Buenos Aires,73.2,2001-01-30,1,2001
Argentina,Buenos Aires,76.9,2001-01-31,1,2001
Argentina,Buenos Aires,73.4,2001-02-01,2,2001
Argentina,Buenos Aires,76.5,2001-02-02,2,2001
Argentina,Buenos Aires,66.7,2001-02-03,2,2001
Argentina,Buenos Aires,74.2,2001-02-04,2,2001
Argentina,Buenos Aires,76.8,2001-02-05,2,2001
Argentina,Buenos Aires,78.5,2001-02-06,2,2001
Argentina,Buenos Aires,77.5,2001-02-07,2,2001
Argentina,Buenos Aires,80.1,2001-02-08,2,2001
Argentina,Buenos Aires,81.4,2001-02-09,2,2001
Argentina,Buenos Aires,75.6,2001-02-10,2,2001
Argentina,Buenos Aires,65.7,2001-02-11,2,2001
Argentina,Buenos Aires,67.0,2001-02-12,2,2001
Argentina,Buenos Aires,70.7,2001-02-13,2,2001
Argentina,Buenos Aires,73.3,2001-02-14,2,2001
Argentina,Buenos Aires,75.0,2001-02-15,2,2001
Argentina,Buenos Aires,77.2,2001-02-16,2,2001
Argentina,Buenos Aires,80.4,2001-02-17,2,2001
Argentina,Buenos Aires,77.9,2001-02-18,2,2001
Argentina,Buenos Aires,80.0,2001-02-19,2,2001
Argentina,Buenos Aires,82.9,2001-02-20,2,2001
Argentina,Buenos Aires,85.6,2001-02-21,2,2001
Argentina,Buenos Aires,73.7,2001-02-22,2,2001
Argentina,Buenos Aires,83.3,2001-02-23,2,2001
Argentina,Buenos Aires,77.0,2001-02-25,2,2001
Argentina,Buenos Aires,75.9,2001-02-26,2,2001
Argentina,Buenos Aires,78.7,2001-02-27,2,2001
Argentina,Buenos Aires,83.5,2001-02-28,2,2001
Argentina,Buenos Aires,76.7,2001-03-01,3,2001
Argentina,Buenos Aires,75.5,2001-03-02,3,2001
Argentina,Buenos Aires,77.5,2001-03-03,3,2001
Argentina,Buenos Aires,84.7,2001-03-04,3,2001
Argentina,Buenos Aires,74.8,2001-03-05,3,2001
Argentina,Buenos Aires,71.8,2001-03-06,3,2001
Argentina,Buenos Aires,71.0,2001-03-07,3,2001
Argentina,Buenos Aires,75.7,2001-03-08,3,2001
Argentina,Buenos Aires,78.6,2001-03-09,3,2001
Argentina,Buenos Aires,77.6,2001-03-10,3,2001
Argentina,Buenos Aires,69.1,2001-03-11,3,2001
Argentina,Buenos Aires,75.7,2001-03-12,3,2001
Argentina,Buenos Aires,78.2,2001-03-13,3,2001
Argentina,Buenos Aires,77.3,2001-03-14,3,2001
Argentina,Buenos Aires,80.0,2001-03-15,3,2001
Argentina,Buenos Aires,75.0,2001-03-16,3,2001
Argentina,Buenos Aires,74.4,2001-03-17,3,2001
Argentina,Buenos Aires,76.9,2001-03-18,3,2001
Argentina,Buenos Aires,63.2,2001-03-19,3,2001
Argentina,Buenos Aires,63.3,2001-03-20,3,2001
Argentina,Buenos Aires,64.7,2001-03-21,3,2001
Argentina,Buenos Aires,67.0,2001-03-22,3,2001
Argentina,Buenos Aires,68.2,2001-03-23,3,2001
Argentina,Buenos Aires,68.1,2001-03-24,3,2001
Argentina,Buenos Aires,65.8,2001-03-25,3,2001
Argentina,Buenos Aires,64.4,2001-03-26,3,2001
Argentina,Buenos Aires,62.3,2001-03-27,3,2001
Argentina,Buenos Aires,62.6,2001-03-28,3,2001
Argentina,Buenos Aires,66.6,2001-03-29,3,2001
Argentina,Buenos Aires,65.3,2001-03-30,3,2001
Argentina,Buenos Aires,66.5,2001-03-31,3,2001
Argentina,Buenos Aires,71.0,2001-04-01,4,2001
Argentina,Buenos Aires,72.2,2001-04-02,4,2001
Argentina,Buenos Aires,61.4,2001-04-03,4,2001
Argentina,Buenos Aires,57.9,2001-04-04,4,2001
Argentina,Buenos Aires,61.9,2001-04-05,4,2001
Argentina,Buenos Aires,59.9,2001-04-06,4,2001
Argentina,Buenos Aires,61.7,2001-04-07,4,2001
Argentina,Buenos Aires,67.0,2001-04-08,4,2001
Argentina,Buenos Aires,66.2,2001-04-09,4,2001
Argentina,Buenos Aires,65.8,2001-04-10,4,2001
Argentina,Buenos Aires,70.3,2001-04-11,4,2001
Argentina,Buenos Aires,70.9,2001-04-12,4,2001
Argentina,Buenos Aires,72.7,2001-04-13,4,2001
Argentina,Buenos Aires,73.6,2001-04-14,4,2001
Argentina,Buenos Aires,62.1,2001-04-15,4,2001
Argentina,Buenos Aires,65.8,2001-04-16,4,2001
Argentina,Buenos Aires,72.3,2001-04-17,4,2001
Argentina,Buenos Aires,73.5,2001-04-18,4,2001
Argentina,Buenos Aires,63.5,2001-04-19,4,2001
Argentina,Buenos Aires,58.8,2001-04-20,4,2001
Argentina,Buenos Aires,54.9,2001-04-21,4,2001
Argentina,Buenos Aires,57.6,2001-04-22,4,2001
Argentina,Buenos Aires,58.2,2001-04-23,4,2001
Argentina,Buenos Aires,52.5,2001-04-24,4,2001
Argentina,Buenos Aires,54.4,2001-04-25,4,2001
Argentina,Buenos Aires,59.2,2001-04-26,4,2001
